# File: FAO_GDP_Deflators.csv
# Title: FAO GDP deflators by country (2015 = 100)
# Units: Unitless
# Description:  FAOSTAT (domain:PD) & Taiwan Statistics (access:4-12-2021)
# Data source: FAOSTAT (domain:PD FAO.udpate:2022-03-01T00:00:00)
# Date of CSV last update: 2022-04-03
# Column types: cicicinnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area,area_code,item,item_code,element,element_code,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Saint Vincent and the Grenadines,191,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.6961,18.7888,20.5297,18.0618,20.1256,23.1904,26.0514,28.4995,33.4519,37.1128,40.7202,41.577,43.0129,45.9335,51.0853,51.7035,55.2456,59.1224,62.6106,64.7121,64.6884,67.3667,68.0383,70.6209,71.8482,73.9116,73.7272,73.5484,78.4767,79.2759,76.7908,79.8731,82.2265,84.7032,91.8265,91.8445,91.0475,95.0865,94.7725,95.8036,97.9181,97.6166,100,100.61,101.897,102.147,103.565
Samoa,244,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.6517,23.5941,24.5118,20.3869,23.7588,24.6179,24.6612,26.9626,27.8664,28.8726,26.5293,25.5693,21.5344,21.5591,23.7438,28.6646,25.5352,27.3571,27.943,29.5163,28.5264,48.9065,45.5996,47.7391,51.2606,46.9829,46.4755,43.68,41.8892,44.7932,51.624,59.1718,63.565,65.5645,88.2001,91.9384,85.0135,93.4204,102.418,105.963,106.349,105.905,100,100.705,101.694,102.142,101.224
San Marino,192,GDP Deflator,22024,"Value US$, 2015 prices",6179,19.7446,21.2835,24.8026,22.8497,25.536,30.2533,35.6761,41.8147,37.4221,36.9699,37.8911,36.281,36.4467,50.1768,61.1844,64.9748,65.4579,81.2569,84.3897,88.6897,72.4158,73.4102,76.5404,84.0365,75.5038,75.3449,73.1065,64.8826,64.7159,69.6801,85.5788,95.9701,97.9234,100.704,111.782,121.65,119.761,113.724,120.596,114.319,122.103,121.933,100,100.937,104.522,111.721,106.946
Sao Tome and Principe,193,GDP Deflator,22024,"Value US$, 2015 prices",6179,57.5003,56.1625,55.4017,47.1961,36.1602,39.3104,40.3634,50.6752,57.7739,53.8987,52.442,58.1134,56.2409,83.6878,86.2318,72.1821,69.6657,86.1922,76.7292,67.253,88.176,90.1177,69.7553,89.5965,60.3195,46.2779,48.2826,47.3807,45.8228,50.4103,56.019,59.001,65.9861,64.4258,67.6802,80.6598,78.6653,77.5272,87.7102,92.0928,105.384,113.916,100,104.837,109.971,117.196,117.479
Saudi Arabia,194,GDP Deflator,22024,"Value US$, 2015 prices",6179,6.5252,17.0568,19.29,22.4043,24.2487,27.68,34.4663,47.9863,52.7223,55.3035,55.5346,53.9439,51.9344,37.1176,39.1576,35.6535,38.7118,41.4609,40.5229,40.4027,39.7303,40.1654,42.5023,45.8357,47.4214,40.8138,46.7271,51.8428,50.9891,54.0265,55.2781,61.3898,73.817,82.4052,89.2968,105.023,88.5206,103.738,119.848,124.661,123.145,120.349,100,96.9536,104.289,116.291,116.857
Senegal,195,GDP Deflator,22024,"Value US$, 2015 prices",6179,39.2679,42.4974,53.2392,49.5461,52.1444,61.9428,70.4969,79.1207,66.4283,60.0035,56.3616,55.3546,58.8314,82.1427,96.5333,99.4906,93.7448,111.127,107.677,115.453,106.386,69.3522,81.3825,80.4012,71.912,73.107,70.2892,61.9683,61.761,67.0989,80.8958,89.4518,91.8234,96.3156,110.671,126.621,118.003,114.582,125.219,119.078,119.731,118.402,100,100.781,103.485,107.671,104.219
Serbia,272,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.2864,117.732,134.72,119.845,110.168,127.174,112.583,122.265,120.82,100,99.2991,105.588,115.825,112.935
Seychelles,196,GDP Deflator,22024,"Value US$, 2015 prices",6179,17.5225,20.2216,21.7202,19.2563,23.2079,28.3267,36.6607,43.7913,48.6332,47.5994,48.0685,46.0606,46.6169,56.9357,65.1039,70.3777,68.5361,77.1249,76.2419,82.3715,83.9464,87.0521,92.2165,88.9608,87.1359,84.6613,84.9194,84.4888,86.3531,95.7469,103.25,104.5,104.977,106.111,97.7311,93.4461,82.7914,89.4457,89.1258,89.4246,105.732,102.309,100,99.0532,101.407,101.683,104.018
Sierra Leone,197,GDP Deflator,22024,"Value US$, 2015 prices",6179,28.6086,31.831,34.0188,31.8467,35.9782,44.7174,49.0124,53.7464,55.4092,61.2299,53.2825,62.5711,49.1746,34.0004,27.7246,42.4103,38.711,27.1112,35.3787,34.1349,38.5765,44.203,46.9136,67.4579,73.9106,58.942,63.8681,58.4442,62.6642,56.9722,57.6269,56.508,61.6108,67.5169,71.543,78.7868,74.7839,74.579,80.0677,89.8138,96.2897,93.866,100,85.5038,79.7606,84.2278,80.5466
Singapore,200,GDP Deflator,22024,"Value US$, 2015 prices",6179,20.6994,24.2791,25.673,25.0625,25.8949,28.9007,31.8051,35.8946,38.5165,39.7482,41.5322,41.4663,39.6132,39.5253,41.0836,45.3284,48.7187,54.883,60.1368,64.6613,67.4397,73.8094,82.0481,83.7172,80.3616,70.3519,66.9766,68.3932,64.6115,64.0779,64.6812,69.3851,71.806,76.6046,85.5422,89.856,89.9945,97.0596,106.328,107.52,106.897,105.284,100,100.205,103.038,108.748,107.629
Sint Maarten (Dutch part),280,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.7195,79.4306,81.2671,84.9798,85.6006,88.3765,92.053,95.6107,97.9381,99.7087,100,100.096,103.357,106.274,107.049
Slovakia,199,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,38.4176,41.8497,49.5975,50.258,48.0237,48.0431,43.8764,43.1643,43.1982,47.8988,62.1847,74.9589,79.9347,85.9108,104.468,124.22,120.939,115.862,123.646,115.728,120.208,119.888,100,99.2263,102.567,109.408,106.301
Slovenia,198,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,55.9473,55.0509,59.3306,80.8631,78.9082,72.528,74.8924,72.9212,62.8435,62.6424,68.0932,83.4422,92.8514,94.1046,97.0393,110.296,123.316,120.925,114.1,121.007,112.379,117.988,118.436,100,100.609,104.27,111.352,107.941
Solomon Islands,25,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.9021,29.8511,29.0502,28.4421,28.782,31.6265,34.4346,40.5367,42.7737,43.6896,35.4933,46.8292,41.8687,38.2289,37.6529,43.0851,38.3509,44.6181,46.0723,48.922,52.1861,54.6157,56.6239,61.6187,63.508,54.0102,58.1812,60.3413,64.8684,54.5914,58.8364,62.9603,65.9155,69.5347,74.4413,77.7741,77.7737,79.218,90.0304,98.3628,100.731,103.628,100,99.617,101.78,105.193,103.684
Somalia,201,GDP Deflator,22024,"Value US$, 2015 prices",6179,58.3732,68.5742,79.0573,92.7101,41.5726,44.4968,48.1885,52.5414,57.513,61.0662,63.4581,65.7474,67.8267,69.1926,70.9034,73.4045,76.2822,79.1377,49.37,53.2974,91.0542,130.279,129.809,140.298,169.571,215.006,206.006,215.508,132.817,120.106,144.368,183.385,207.748,209.403,212.037,216.405,101.132,86.403,87.5558,114.133,129.036,116.558,100,97.2499,102.85,99.5691,101.305
South Africa,202,GDP Deflator,22024,"Value US$, 2015 prices",6179,25.5901,30.2913,30.8023,28.924,32.1544,35.9099,42.6956,57.6601,56.2522,51.8003,58.85,49.562,38.3196,43.7512,56.2203,57.9934,58.9478,69.028,74.8504,83.0298,81.9507,82.6535,89.2092,81.3483,82.053,73.6666,71.3735,68.3691,59.3375,53.6737,78.94,98.4782,105.483,105.258,110.12,102.207,107.122,131.859,141.635,131.884,119.047,111.785,100,92.9894,107.988,113.004,107.725
South Sudan,277,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.981,270.979,247.712,100,52.6677,59.5499,76.6582,80.3173
Spain,203,GDP Deflator,22024,"Value US$, 2015 prices",6179,16.6785,19.5302,22.9188,22.9087,24.8946,29.7541,39.7381,42.1697,36.7963,35.1223,30.0988,29.7716,30.5656,41.1495,49.4457,55.5248,58.4058,72.797,76.364,82.7084,69.5566,68.6427,77.3833,78.8141,69.7879,70.1505,68.8107,61.4871,62.1739,68.0607,84.8304,96.9505,101.083,106.026,119.628,130.919,124.338,118.723,124.589,115.022,119.334,118.977,100,100.059,103.516,109.5,105.24
Sri Lanka,38,GDP Deflator,22024,"Value US$, 2015 prices",6179,34.8622,41.7395,41.766,38.2861,41.6084,26.2391,30.2091,34.2586,34.4911,34.9865,36.1088,39.2981,37.5233,38.1332,39.0976,40.8016,40.0585,43.4489,46.6819,48.1567,48.4053,51.9272,54.2608,56.4744,57.4162,56.9459,54.2413,53.0946,51.672,52.9443,55.1751,57.2588,63.6626,68.5128,73.3862,87.1721,86.9892,94.8908,100.754,96.7538,101.621,103.382,100,97.8397,100.222,98.122,91.1393
Sudan,276,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.2371,84.8059,96.7698,100,103.149,134.15,51.6917,36.8279
Sudan (former),206,GDP Deflator,22024,"Value US$, 2015 prices",6179,17.9576,19.6306,21.1515,22.6097,25.0101,28.6062,33.2692,36.9423,41.4465,30.7371,29.1652,41.9831,37.3572,44.3317,57.5841,52.4932,54.5511,56.5931,47.5685,48.6526,49.8053,44.5709,45.456,27.9839,32.2564,31.7878,29.9102,33.7205,36.5322,39.7767,43.6119,51.7384,62.6514,75.6563,93.9338,,,,,,,,,,,,
Suriname,207,GDP Deflator,22024,"Value US$, 2015 prices",6179,22.5484,29.3198,30.2509,30.1496,34.658,37.6893,42.6135,47.3374,49.4374,53.1201,53.3833,53.2097,47.1812,48.9853,58.1367,63.3864,28.7566,29.8331,30.842,31.5448,32.2922,32.9818,33.6734,41.5819,42.1298,49.3613,41.3501,41.9348,35.53,45.3392,49.6295,53.2617,62.2456,70.484,74.9798,86.618,92.2346,98.8583,94.5489,103.676,104.076,105.731,100,69.2058,69.9022,73.4076,78.1289
Sweden,210,GDP Deflator,22024,"Value US$, 2015 prices",6179,28.2116,30.3779,37.1929,39.6793,42.6267,46.3165,52.694,59.6683,54.2117,47.224,42.5483,42.4494,43.4245,55.7647,65.6102,72.3557,74.2168,88.4971,93.757,98.3457,75.2136,77.8348,87.4019,93.9094,83.7417,81.0777,78.711,72.0497,65.4974,70.5549,86.4032,95.3898,94.4483,97.3435,109.269,115.673,101.962,109.302,122.64,118.722,124.625,120.389,100,100.018,102.31,103.031,97.2472
Switzerland,211,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.0018,14.7692,18.2621,19.3734,20.2001,28.1347,30.8564,31.4461,28.3455,29.4387,29.1468,27.018,26.4232,37.1865,45.8444,48.0217,44.44,54.7435,55.9005,58.2157,56.6892,61.9708,74.4229,71.3994,60.516,60.4591,58.3757,52.6273,53.1791,57.4314,67.2582,73.0616,73.6447,74.7135,79.8991,89.8494,89.8058,94.0146,110.373,104.526,105.717,106.327,100,97.0818,96.7869,98.1449,96.5054
Syrian Arab Republic,212,GDP Deflator,22024,"Value US$, 2015 prices",6179,39.3159,50.8024,55.1874,59.831,66.319,73.1461,84.843,98.8353,115.792,118.576,124.558,133.479,65.401,66.7181,68.3677,70.7793,73.5541,76.3075,78.888,80.6858,82.5975,61.3673,62.6541,63.8013,64.9015,65.632,69.3668,76.0961,78.3203,75.2883,71.6694,78.8967,85.9343,95.3802,109.785,137.14,133.312,144.011,153.237,144.795,113.321,113.654,100,67.5238,73.8918,88.2347,104.869
Tajikistan,208,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,42.2829,43.2847,44.209,45.136,45.9624,39.9133,54.2844,43.091,31.8658,36.5332,37.242,42.6838,51.6717,53.9278,61.9216,75.5204,97.4082,90.3446,96.0888,108.469,118.027,122.433,124.615,100,82.7662,79.5919,76.5439,76.4131
Thailand,216,GDP Deflator,22024,"Value US$, 2015 prices",6179,27.1301,32.8683,34.0495,35.528,37.6469,41.3731,44.7871,50.2219,51.0741,50.9053,52.7629,52.0794,46.3172,48.6227,52.0596,56.0758,58.5594,62.2487,65.7124,68.6619,70.4468,74.236,79.237,81.0928,68.4207,56.0698,59.747,57.0736,52.5123,55.2296,58.4233,62.4073,65.5886,73.1913,82.3105,89.6659,87.2923,98.3101,105.984,105.952,109.09,104.687,100,99.4184,105.521,112.402,117.848
Timor-Leste,176,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,27.971800000000002,29.108,33.5195,35.1139,36.1227,37.2287,39.2299,35.0627,40.8476,43.7927,44.114,49.3155,51.9721,55.5014,49.6815,50.5814,51.7831,56.1918,60.2967,61.4478,68.1042,76.9871,79.0247,94.0828,93.4165,100,100.155,101.196,99.7519,108.691
Togo,217,GDP Deflator,22024,"Value US$, 2015 prices",6179,28.9236,37.1296,41.2133,39.4571,45.0206,50.6706,57.0898,66.5118,59.5424,53.4515,50.6892,45.2381,46.2773,63.578,76.7624,84.4944,79.6393,90.5624,89.2769,96.7951,88.1741,59.9832,74.1955,75.3241,73.8939,71.5762,69.8752,59.8288,59.0593,65.237,75.9703,81.9852,86.9372,87.2521,99.9238,119.538,115.162,110.487,117.221,110.196,115.83,115.65,100,101.747,103.389,109.909,106.388
Tonga,219,GDP Deflator,22024,"Value US$, 2015 prices",6179,24.7232,32.214,29.0412,26.6763,28.9176,34.5214,36.374,42.4195,38.629,35.0636,33.3238,32.6963,26.2213,30.721800000000002,35.8718,50.4079,52.4481,57.2367,64.7892,63.7863,60.6932,59.5874,61.7161,65.5642,63.8744,55.6128,55.9743,52.2391,45.0122,46.8319,53.3668,62.9113,68.936,78.2071,83.961,89.0638,89.2641,102.658,113.709,119.129,112.75,108.302,100,97.9434,103.896,107.743,113.327
Trinidad and Tobago,220,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.1797,27.3282,32.2182,30.9898,35.6564,36.7819,45.8593,56.3003,60.3605,67.6988,71.9889,76.3157,75.6858,50.866,53.3333,52.0287,50.4326,58.2472,59.4111,61.9034,52.851,55.1634,57.1608,57.7128,53.3875,51.9929,54.2479,60.7721,63.1337,59.711,65.4814,71.2549,80.7391,81.7484,92.1931,114.828,82.6329,92.2702,106.388,106.108,109.858,112.283,100,95.0121,97.933,103.53,102.748
Tunisia,222,GDP Deflator,22024,"Value US$, 2015 prices",6179,40.6628,48.8646,55.6773,53.7373,58.906,64.6348,73.0565,82.7218,75.573,73.2821,69.7092,65.3902,64.7954,70.8951,72.6665,74.4531,72.001,81.9685,83.3451,92.092,84.9533,88.1101,99.2865,100.66,92.1034,92.2162,91.5316,82.1367,81.3153,84.1665,95.3659,101.964,101.968,103.205,109.485,121.077,113.824,111.469,118.19,111.647,111.495,111.617,100,95.6266,89.3411,86.955,83.9505
Turkey,223,GDP Deflator,22024,"Value US$, 2015 prices",6179,27.3905,35.7384,41.6788,43.1988,47.6309,51.792,71.1541,54.6879,53.8579,47.2527,43.0167,39.2068,42.1534,44.3657,46.6445,47.607,56.0022,72.0845,71.5958,71.1552,74.6873,57.2055,69.1623,69.2707,67.4075,68.9771,66.2532,66.2827,51.7275,57.8664,71.6445,84.8056,96.3538,99.1266,115.414,129.457,114.627,126.507,122.817,123.041,123.366,115.243,100,97.385,89.4751,78.7486,76.3336
Turkmenistan,213,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,24.518,25.0989,25.6349,26.1724,26.6517,33.8926,33.7792,39.0771,47.3813,62.1768,79.89,100.332,103.033,106.242,109.457,112.398,114.584,100.904,103.269,116.526,126.219,127.717,128.518,100,94.4697,93.0118,94.1696,108.315
Turks and Caicos Islands,224,GDP Deflator,22024,"Value US$, 2015 prices",6179,41.8261,42.5819,43.3511,44.134,44.9313,45.745,46.571,47.4105,48.2657,49.1394,50.0395,50.9307,51.84,52.7787,53.7513,54.7933,55.6302,56.6362,57.7333,58.8898,60.3146,60.0103,61.9454,63.5464,65.029,66.0882,67.5179,69.7952,73.2239,73.9888,75.6133,80.4379,83.8049,88.6837,89.9499,92.6579,93.8794,90.7971,92.0948,92.7935,95.1551,99.4551,100,102.184,103.771,106.985,109.292
Tuvalu,227,GDP Deflator,22024,"Value US$, 2015 prices",6179,36.0806,38.9256,37.8886,37.7139,36.5864,40.4962,42.1903,45.6265,48.8715,46.6486,45.1811,45.6837,37.6866,38.2179,41.3665,49.1365,54.6529,55.0551,56.5142,58.0366,49.8608,53.9417,58.4441,66.0097,67.0217,54.2367,57.8905,51.2701,48.5076,52.6838,64.2557,76.9926,80.4903,82.6088,91.6668,95.066,88.9859,107.32,121.663,123.101,117.045,114.669,100,106.592,111.729,109.47,105.164
Uganda,226,GDP Deflator,22024,"Value US$, 2015 prices",6179,51.0059,61.7692,71.9178,75.8757,80.5902,86.2588,93.4153,101.854,111.491,118.379,123.016,127.454,131.485,147.531,155.122,164.514,135.925,90.5495,69.5732,71.4126,68.9421,97.8455,104.649,99.8351,101.912,89.5452,79.7477,72.5921,69.3809,68.1735,67.8723,76.7643,83.0515,85.0857,96.8825,106.051,103.876,99.1844,102.249,112.707,113.211,117.197,100,98.7493,100.769,102.469,105.524
Ukraine,230,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,61.4539,62.9099,64.2532,65.6005,66.8017,77.5021,66.0067,49.8511,46.6022,51.8005,55.0351,59.4183,68.6897,88.4755,103.12,126.675,156.696,119.313,133.145,151.443,162.768,169.786,132.325,100,100.11,117.412,132.483,150.764
United Arab Emirates,225,GDP Deflator,22024,"Value US$, 2015 prices",6179,9.8882,23.8159,28.4092,32.2311,35.5278,34.7776,36.5728,40.3932,44.4429,45.7777,44.2522,41.4336,41.225,42.5284,42.902,43.8243,44.1228,45.8182,46.1896,47.0242,47.6253,46.7539,47.8937,50.6291,49.9326,47.1613,50.4167,55.5113,54.2196,56.2642,58.5555,63.5334,74.0332,82.8892,93.2785,110.566,93.7789,104.098,117.803,120.439,119.394,118.313,100,96.7347,102.05,110.425,108.327
United Kingdom of Great Britain and Northern Ireland,229,GDP Deflator,22024,"Value US$, 2015 prices",6179,15.7351,17.2758,20.5606,19.225,21.2217,26.0011,32.7567,43.0279,41.5092,38.762,35.357,32.5871,33.1724,39.5342,46.4721,53.6877,53.3021,62.4064,65.9628,67.8234,59.5422,61.6036,70.6845,72.7596,76.2952,77.9795,76.8969,73.2244,70.4464,74.8871,83.5137,96.0226,97.9317,101.887,113.791,107.766,92.7975,93.5222,98.9791,99.2025,99.9249,106.996,100,90.2775,87.7197,92.9742,90.8244
United Republic of Tanzania,215,GDP Deflator,22024,"Value US$, 2015 prices",6179,43.8457,51.3767,55.8454,56.8512,67.6474,80.0558,82.0022,92.6516,107.423,113.004,116.773,103.762,109.401,75.8492,50.651,56.7266,58.2602,53.2512,56.9403,49.0467,43.0083,43.0455,48.4778,57.428,65.6707,68.9735,67.3874,67.4995,64.9341,63.0388,63.5986,64.9676,66.7645,70.2045,74.822,90.2557,89.3113,91.4416,91.4058,100.541,109.074,112.016,100,98.3668,98.7627,98.9224,99.2791
United States of America,231,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.9551,26.1107,28.5293,30.0993,31.9695,34.2182,37.0571,40.4045,44.2277,46.9601,48.7995,50.56,52.1589,53.2094,54.525,56.4483,58.6613,60.8572,62.9152,64.349,65.8736,67.2802,68.691,69.9487,71.1549,71.9558,72.9947,74.6265,76.2634,77.4697,78.9084,81.0327,83.5568,86.0854,88.3979,90.1174,90.8044,91.8625,93.7814,95.58,97.2574,99.057,100,101.049,102.949,105.421,107.303
Uruguay,234,GDP Deflator,22024,"Value US$, 2015 prices",6179,18.118,24.3341,20.2834,20.4379,22.624,25.7516,34.7258,45.2882,49.6143,44.8367,27.5898,26.5063,25.4893,29.0985,33.7781,34.8591,35.2683,37.5303,43.6813,51.319,58.2654,63.2566,70.8844,71.3874,71.9741,72.9307,70.2657,68.181,64.9278,45.8148,40.2352,43.5369,51.3977,55.6774,62.4843,75.6225,75.6371,89.2725,101.07,104.336,111.901,107.835,100,97.2552,107.11,105.521,99.0136
USSR,228,GDP Deflator,22024,"Value US$, 2015 prices",6179,81.7682,77.8767,84.4215,79.8152,81.3984,88.1146,91.4933,90.9343,83.3093,81.9241,80.9775,73.5329,70.6498,64.7953,59.6931,55.5588,51.9071,48.4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,235,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,,,,63.1594,64.6558,66.0364,67.4211,68.6556,72.6155,67.1419,73.2953,56.7731,36.4182,36.9942,36.5081,40.4217,45.0103,50.5715,59.4308,72.3145,76.3578,82.1814,92.3359,96.8848,97.0811,100.636,100,94.1771,65.2191,52.6844,57.3639
Vanuatu,155,GDP Deflator,22024,"Value US$, 2015 prices",6179,45.609,33.8005,42.8582,40.6017,42.9451,44.5759,56.4789,60.671,50.7132,45.5454,36.8343,41.9614,39.4551,39.1171,41.3955,48.4757,45.9576,47.5996,50.5594,53.1262,52.3401,55.9609,60.609,61.418,60.4062,53.8671,54.508,51.8023,50.8879,53.6371,62.1954,69.4238,71.3403,73.1688,83.3547,90.4309,87.8362,99.283,110.866,107.517,108.15,107.449,100,102.33,107.225,108.306,104.434
Venezuela (Bolivarian Republic of),236,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.7289,19.8322,19.6746,20.6927,22.346,23.7546,28.8044,35.9621,40.4708,41.0507,43.3778,32.2391,33.3044,30.5373,23.3981,27.7262,21.5612,22.9876,23.0381,24.5512,24.3302,24.5148,30.8958,28.215,33.3577,35.3907,40.3725,46.5569,47.2443,39.1738,38.1879,43.4627,50.9812,58.506100000000004,67.5444,87.8972,94.7811,115.019,88.7294,101.204,97.2574,99.057,100,101.049,102.949,105.421,107.303
Viet Nam,237,GDP Deflator,22024,"Value US$, 2015 prices",6179,22.1946,23.3017,24.4573,25.6775,26.9555,31.9601,32.7378,11.3815,8.4634,9.0949,12.7513,18.1301,16.2498,16.5771,16.987,17.5862,18.2756,17.8817,19.9283,23.6816,29.2724,33.221,38.6262,42.007,42.2844,40.5249,40.7743,41.4954,40.7024,40.7779,42.8518,49.865,53.99,58.1204,63.2789,76.6877,77.8132,79.9564,87.9887,96.1111,100.18,102.795,100,100.016,102.078,104.463,104.264
Yemen,249,GDP Deflator,22024,"Value US$, 2015 prices",6179,,,,,,,,,,,,,,,,,24.8978,25.8298,26.7033,27.3118,27.9589,28.5559,29.1547,29.6885,30.2005,26.8131,30.7598,35.7222,34.8881,36.1869,37.8726,41.6983,48.357,55.3654,60.123,68.5441,61.6266,64.7769,76.7123,77.4764,81.0418,86.6642,100,96.7976,101.176,113.254,120.768
Yemen Ar Rp,246,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.0129,14.1839,15.4977,15.9067,16.4363,17.1148,18.0315,19.1265,20.3679,21.0391,21.2696,21.4387,21.5162,21.3536,21.2875,21.4401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Dem,247,GDP Deflator,22024,"Value US$, 2015 prices",6179,13.0129,14.1839,15.4977,15.9067,16.4363,17.1148,18.0315,19.1265,20.3679,21.0391,21.2696,21.4387,21.5162,21.3536,21.2875,21.4401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslav SFR,248,GDP Deflator,22024,"Value US$, 2015 prices",6179,23.0176,27.7326,30.952,33.1978,37.1934,40.5823,48.571,48.7046,47.326,42.9213,44.6024,47.1222,49.5704,51.5652,53.8814,56.8813,60.2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,251,GDP Deflator,22024,"Value US$, 2015 prices",6179,39.4995,47.0516,43.4852,44.7919,45.4801,51.3728,66.0733,71.6838,67.2742,69.8856,63.3921,51.0153,44.2879,32.7657,31.9354,51.5657,58.2141,55.4308,50.3089,50.1414,46.4702,56.8127,57.4795,51.1328,58.9221,48.627,44.7135,45.5183,49.148,48.1705,52.6466,62.4254,77.9645,110.628,112.504,133.011,104.221,124.925,142.995,134.855,137.335,131.712,100,99.1256,115.455,115.856,97.6313
Zimbabwe,181,GDP Deflator,22024,"Value US$, 2015 prices",6179,69.2643,81.3033,88.4355,88.0968,94.8977,97.0325,110.893,128.96,137.883,143.204,128.165,106.897,110.648,119.479,128.12,138.087,138.79,137.64,121.705,107.954,102.698,102.057,105.785,117.341,119.022,82.9746,81.8081,84.2127,83.7826,84.5085,86.1098,85.5554,86.447,87.9491,89.7504,85.9566,82.0386,85.4009,87.5813,91.1096,99.6471,99.3959,100,102.161,104.657,110.12,105.676
